Protein	dim1
362663.ECP_4305	2226
362663.ECP_4304	2227
362663.ECP_4306	2228
362663.ECP_2242	2229
362663.ECP_1784	2230
362663.ECP_1785	2231
362663.ECP_1778	2232
362663.ECP_0888	2233
362663.ECP_3457	2234
362663.ECP_4303	2235
362663.ECP_3456	2236
362663.ECP_4080	2237
362663.ECP_1777	2238
362663.ECP_1783	2239
362663.ECP_1369	2240
362663.ECP_0511	2241
362663.ECP_1364	2242
362663.ECP_1367	2243
362663.ECP_1365	2244
362663.ECP_1371	2245
362663.ECP_1362	2246
362663.ECP_1368	2247
362663.ECP_1363	2248
362663.ECP_1370	2249
362663.ECP_1724	2250
362663.ECP_1723	2251
362663.ECP_4254	2252
362663.ECP_1366	2253
362663.ECP_2856	2254
362663.ECP_4252	2255
362663.ECP_4250	2256
362663.ECP_4253	2257
362663.ECP_2855	2258
362663.ECP_1698	2259
362663.ECP_4251	2260
362663.ECP_4079	2261
362663.ECP_3287	2262
362663.ECP_3288	2263
362663.ECP_4255	2264
362663.ECP_1696	2265
362663.ECP_3626	2266
362663.ECP_1529	2267
362663.ECP_4658	2268
362663.ECP_3182	2269
362663.ECP_1505	2270
362663.ECP_1560	2271
362663.ECP_4174	2272
362663.ECP_3183	2273
362663.ECP_1528	2274
362663.ECP_1561	2275
362663.ECP_1699	2276
362663.ECP_4659	2277
362663.ECP_1702	2278
362663.ECP_1700	2279
362663.ECP_1291	2280
362663.ECP_1292	2281
362663.ECP_1290	2282
362663.ECP_1293	2283
362663.ECP_1710	2284
362663.ECP_1127	2285
362663.ECP_1294	2286
362663.ECP_3977	2287
362663.ECP_2218	2288
362663.ECP_2220	2289
362663.ECP_3978	2290
362663.ECP_3986	2291
362663.ECP_3982	2292
362663.ECP_3979	2293
362663.ECP_2219	2294
362663.ECP_1701	2295
362663.ECP_3975	2296
362663.ECP_1355	2297
362663.ECP_1359	2298
362663.ECP_1356	2299
362663.ECP_2221	2300
362663.ECP_0667	2301
362663.ECP_1357	2302
362663.ECP_0666	2303
362663.ECP_3070	2304
362663.ECP_1358	2305
362663.ECP_3290	2306
362663.ECP_2920	2307
362663.ECP_3976	2308
362663.ECP_3980	2309
362663.ECP_3981	2310
362663.ECP_1709	2311
362663.ECP_1708	2312
362663.ECP_3289	2313
362663.ECP_3985	2314
362663.ECP_3983	2315
362663.ECP_3984	2316
362663.ECP_2917	2317
362663.ECP_2919	2318
362663.ECP_0665	2319
362663.ECP_0664	2320
362663.ECP_0663	2321
362663.ECP_2921	2322
362663.ECP_2918	2323
362663.ECP_0956	2324
362663.ECP_0957	2325
362663.ECP_1199	2326
362663.ECP_3294	2327
362663.ECP_1200	2328
362663.ECP_3068	2329
362663.ECP_3291	2330
362663.ECP_0955	2331
362663.ECP_3065	2332
362663.ECP_3064	2333
362663.ECP_1203	2334
362663.ECP_1201	2335
362663.ECP_3069	2336
362663.ECP_4510	2337
362663.ECP_1128	2338
362663.ECP_1257	2339
362663.ECP_4511	2340
362663.ECP_3075	2341
362663.ECP_3292	2342
362663.ECP_0202	2343
362663.ECP_3880	2344
362663.ECP_0893	2345
362663.ECP_3884	2346
362663.ECP_3883	2347
362663.ECP_0203	2348
362663.ECP_2758	2349
362663.ECP_3074	2350
362663.ECP_0905	2351
362663.ECP_0894	2352
362663.ECP_1202	2353
362663.ECP_0207	2354
362663.ECP_0208	2355
362663.ECP_0209	2356
362663.ECP_3866	2357
362663.ECP_2759	2358
362663.ECP_2757	2359
362663.ECP_1132	2360
362663.ECP_2756	2361
362663.ECP_3725	2362
362663.ECP_3727	2363
362663.ECP_3728	2364
362663.ECP_3729	2365
362663.ECP_3730	2366
362663.ECP_3721	2367
362663.ECP_1135	2368
362663.ECP_3719	2369
362663.ECP_3724	2370
362663.ECP_2168	2371
362663.ECP_2167	2372
362663.ECP_3722	2373
362663.ECP_1818	2374
362663.ECP_3726	2375
362663.ECP_3720	2376
362663.ECP_1134	2377
362663.ECP_1274	2378
362663.ECP_1275	2379
362663.ECP_1469	2380
362663.ECP_2170	2381
362663.ECP_2169	2382
362663.ECP_1468	2383
362663.ECP_1471	2384
362663.ECP_2247	2385
362663.ECP_2244	2386
362663.ECP_1273	2387
362663.ECP_3565	2388
362663.ECP_0975	2389
362663.ECP_2253	2390
362663.ECP_2525	2391
362663.ECP_1276	2392
362663.ECP_1277	2393
362663.ECP_1467	2394
362663.ECP_1470	2395
362663.ECP_1801	2396
362663.ECP_2524	2397
362663.ECP_2246	2398
362663.ECP_2243	2399
362663.ECP_2254	2400
362663.ECP_1133	2401
362663.ECP_4644	2402
362663.ECP_1800	2403
362663.ECP_4352	2404
362663.ECP_4353	2405
362663.ECP_1803	2406
362663.ECP_2249	2407
362663.ECP_2245	2408
362663.ECP_2248	2409
362663.ECP_3360	2410
362663.ECP_1802	2411
362663.ECP_3612	2412
362663.ECP_0524	2413
362663.ECP_2482	2414
362663.ECP_1344	2415
362663.ECP_1345	2416
362663.ECP_1109	2417
362663.ECP_3127	2418
362663.ECP_1346	2419
362663.ECP_0523	2420
362663.ECP_3613	2421
362663.ECP_3359	2422
362663.ECP_0353	2423
362663.ECP_0352	2424
362663.ECP_4643	2425
362663.ECP_0354	2426
362663.ECP_1110	2427
362663.ECP_1050	2428
362663.ECP_3333	2429
362663.ECP_0996	2430
362663.ECP_1049	2431
362663.ECP_0994	2432
362663.ECP_0995	2433
362663.ECP_3334	2434
362663.ECP_0071	2435
362663.ECP_0069	2436
362663.ECP_2521	2437
362663.ECP_3332	2438
362663.ECP_1060	2439
362663.ECP_1059	2440
362663.ECP_4246	2441
362663.ECP_4247	2442
362663.ECP_0070	2443
362663.ECP_1144	2444
362663.ECP_3141	2445
362663.ECP_3331	2446
362663.ECP_0210	2447
362663.ECP_4245	2448
362663.ECP_1743	2449
362663.ECP_1744	2450
362663.ECP_3237	2451
362663.ECP_3236	2452
362663.ECP_0252	2453
362663.ECP_3235	2454
362663.ECP_3238	2455
362663.ECP_1515	2456
362663.ECP_1514	2457
362663.ECP_0355	2458
362663.ECP_1145	2459
362663.ECP_2578	2460
362663.ECP_1513	2461
362663.ECP_3330	2462
362663.ECP_3807	2463
362663.ECP_0647	2464
362663.ECP_0649	2465
362663.ECP_0356	2466
362663.ECP_0645	2467
362663.ECP_0648	2468
362663.ECP_0644	2469
362663.ECP_3806	2470
362663.ECP_4368	2471
362663.ECP_0646	2472
362663.ECP_4367	2473
362663.ECP_3435	2474
362663.ECP_3433	2475
362663.ECP_3881	2476
362663.ECP_4610	2477
362663.ECP_1305	2478
362663.ECP_3436	2479
362663.ECP_4138	2480
362663.ECP_3882	2481
362663.ECP_2383	2482
362663.ECP_3278	2483
362663.ECP_3279	2484
362663.ECP_3434	2485
362663.ECP_3280	2486
362663.ECP_3282	2487
362663.ECP_3281	2488
362663.ECP_3044	2489
362663.ECP_3040	2490
362663.ECP_3049	2491
362663.ECP_3277	2492
362663.ECP_3220	2493
362663.ECP_1306	2494
362663.ECP_3048	2495
362663.ECP_3219	2496
362663.ECP_3050	2497
362663.ECP_0264	2498
362663.ECP_0265	2499
362663.ECP_2969	2500
362663.ECP_2972	2501
362663.ECP_4609	2502
362663.ECP_3641	2503
362663.ECP_3644	2504
362663.ECP_3642	2505
362663.ECP_3643	2506
362663.ECP_3646	2507
362663.ECP_2970	2508
362663.ECP_1108	2509
362663.ECP_0993	2510
362663.ECP_2971	2511
362663.ECP_0992	2512
362663.ECP_0284	2513
362663.ECP_3804	2514
362663.ECP_0991	2515
362663.ECP_3805	2516
362663.ECP_1107	2517
362663.ECP_0283	2518
362663.ECP_3466	2519
362663.ECP_3464	2520
362663.ECP_3047	2521
362663.ECP_3045	2522
362663.ECP_3037	2523
362663.ECP_3043	2524
362663.ECP_1041	2525
362663.ECP_3695	2526
362663.ECP_3696	2527
362663.ECP_3039	2528
362663.ECP_3041	2529
362663.ECP_3038	2530
362663.ECP_3046	2531
362663.ECP_2256	2532
362663.ECP_3042	2533
362663.ECP_1042	2534
362663.ECP_0593	2535
362663.ECP_2255	2536
362663.ECP_2108	2537
362663.ECP_2407	2538
362663.ECP_0198	2539
362663.ECP_2406	2540
362663.ECP_0594	2541
362663.ECP_1169	2542
362663.ECP_1170	2543
362663.ECP_1172	2544
362663.ECP_3896	2545
362663.ECP_3462	2546
362663.ECP_3461	2547
362663.ECP_1840	2548
362663.ECP_1167	2549
362663.ECP_1841	2550
362663.ECP_4044	2551
362663.ECP_3893	2552
362663.ECP_1842	2553
362663.ECP_4045	2554
362663.ECP_3895	2555
362663.ECP_3894	2556
362663.ECP_3468	2557
362663.ECP_3463	2558
362663.ECP_3465	2559
362663.ECP_3467	2560
362663.ECP_0748	2561
362663.ECP_0749	2562
362663.ECP_0197	2563
362663.ECP_0752	2564
362663.ECP_0751	2565
362663.ECP_0747	2566
362663.ECP_0750	2567
362663.ECP_0753	2568
362663.ECP_0160	2569
362663.ECP_3089	2570
362663.ECP_3795	2571
362663.ECP_3090	2572
362663.ECP_1300	2573
362663.ECP_3145	2574
362663.ECP_3146	2575
362663.ECP_3662	2576
362663.ECP_2047	2577
362663.ECP_2048	2578
362663.ECP_4676	2579
362663.ECP_3661	2580
362663.ECP_4677	2581
362663.ECP_1807	2582
362663.ECP_2098	2583
362663.ECP_4678	2584
362663.ECP_2099	2585
362663.ECP_2089	2586
362663.ECP_2097	2587
362663.ECP_2093	2588
362663.ECP_2092	2589
362663.ECP_2091	2590
362663.ECP_2090	2591
362663.ECP_2095	2592
362663.ECP_3910	2593
362663.ECP_3911	2594
362663.ECP_2040	2595
362663.ECP_2096	2596
362663.ECP_2038	2597
362663.ECP_1543	2598
362663.ECP_2094	2599
362663.ECP_1805	2600
362663.ECP_1804	2601
362663.ECP_2767	2602
362663.ECP_4615	2603
362663.ECP_3888	2604
362663.ECP_4618	2605
362663.ECP_3887	2606
362663.ECP_1544	2607
362663.ECP_3336	2608
362663.ECP_2086	2609
362663.ECP_2976	2610
362663.ECP_1902	2611
362663.ECP_1901	2612
362663.ECP_2087	2613
362663.ECP_2137	2614
362663.ECP_2136	2615
362663.ECP_2102	2616
362663.ECP_2975	2617
362663.ECP_2100	2618
362663.ECP_2101	2619
362663.ECP_2977	2620
362663.ECP_2573	2621
362663.ECP_2575	2622
362663.ECP_3026	2623
362663.ECP_3318	2624
362663.ECP_2572	2625
362663.ECP_2574	2626
362663.ECP_3575	2627
362663.ECP_2139	2628
362663.ECP_3025	2629
362663.ECP_3572	2630
362663.ECP_3571	2631
362663.ECP_3573	2632
362663.ECP_0457	2633
362663.ECP_0400	2634
362663.ECP_0456	2635
362663.ECP_2138	2636
362663.ECP_3574	2637
362663.ECP_3576	2638
362663.ECP_3246	2639
362663.ECP_3247	2640
362663.ECP_0395	2641
362663.ECP_0398	2642
362663.ECP_1905	2643
362663.ECP_1906	2644
362663.ECP_0397	2645
362663.ECP_1725	2646
362663.ECP_0396	2647
362663.ECP_0624	2648
362663.ECP_1239	2649
362663.ECP_2035	2650
362663.ECP_3245	2651
362663.ECP_2036	2652
362663.ECP_0620	2653
362663.ECP_3244	2654
362663.ECP_1703	2655
362663.ECP_2034	2656
362663.ECP_0622	2657
362663.ECP_0621	2658
362663.ECP_0162	2659
362663.ECP_3120	2660
362663.ECP_3600	2661
362663.ECP_0161	2662
362663.ECP_3605	2663
362663.ECP_1242	2664
362663.ECP_1240	2665
362663.ECP_2033	2666
362663.ECP_3116	2667
362663.ECP_1241	2668
362663.ECP_1244	2669
362663.ECP_3604	2670
362663.ECP_1243	2671
362663.ECP_3119	2672
362663.ECP_3118	2673
362663.ECP_0163	2674
362663.ECP_0798	2675
362663.ECP_0799	2676
362663.ECP_0795	2677
362663.ECP_3117	2678
362663.ECP_0839	2679
362663.ECP_1726	2680
362663.ECP_3143	2681
362663.ECP_3142	2682
362663.ECP_0797	2683
362663.ECP_4472	2684
362663.ECP_2704	2685
362663.ECP_0796	2686
362663.ECP_0010	2687
362663.ECP_4066	2688
362663.ECP_1486	2689
362663.ECP_1485	2690
362663.ECP_0847	2691
362663.ECP_1394	2692
362663.ECP_2165	2693
362663.ECP_0848	2694
362663.ECP_3036	2695
362663.ECP_3021	2696
362663.ECP_3024	2697
362663.ECP_3022	2698
362663.ECP_2703	2699
362663.ECP_1339	2700
362663.ECP_3624	2701
362663.ECP_4616	2702
362663.ECP_0680	2703
362663.ECP_0840	2704
362663.ECP_4067	2705
362663.ECP_0681	2706
362663.ECP_1889	2707
362663.ECP_3625	2708
362663.ECP_2107	2709
362663.ECP_4617	2710
362663.ECP_3104	2711
362663.ECP_3035	2712
362663.ECP_3918	2713
362663.ECP_2790	2714
362663.ECP_1733	2715
362663.ECP_3103	2716
362663.ECP_3919	2717
362663.ECP_1314	2718
362663.ECP_3487	2719
362663.ECP_3105	2720
362663.ECP_2116	2721
362663.ECP_2115	2722
362663.ECP_2114	2723
362663.ECP_2118	2724
362663.ECP_2789	2725
362663.ECP_1185	2726
362663.ECP_4763	2727
362663.ECP_2119	2728
362663.ECP_4123	2729
362663.ECP_1313	2730
362663.ECP_0437	2731
362663.ECP_2117	2732
362663.ECP_0436	2733
362663.ECP_3486	2734
362663.ECP_4764	2735
362663.ECP_1181	2736
362663.ECP_1177	2737
362663.ECP_4217	2738
362663.ECP_0634	2739
362663.ECP_1180	2740
362663.ECP_1184	2741
362663.ECP_1182	2742
362663.ECP_1183	2743
362663.ECP_2016	2744
362663.ECP_4695	2745
362663.ECP_4216	2746
362663.ECP_2110	2747
362663.ECP_2111	2748
362663.ECP_4121	2749
362663.ECP_2112	2750
362663.ECP_2113	2751
362663.ECP_0635	2752
362663.ECP_4122	2753
362663.ECP_4694	2754
362663.ECP_2015	2755
362663.ECP_4686	2756
362663.ECP_4685	2757
362663.ECP_2410	2758
362663.ECP_3785	2759
362663.ECP_2411	2760
362663.ECP_2591	2761
362663.ECP_3784	2762
362663.ECP_3783	2763
362663.ECP_2592	2764
362663.ECP_4684	2765
362663.ECP_1026	2766
362663.ECP_1027	2767
362663.ECP_4339	2768
362663.ECP_4341	2769
362663.ECP_4345	2770
362663.ECP_4337	2771
362663.ECP_1252	2772
362663.ECP_0501	2773
362663.ECP_3496	2774
362663.ECP_1251	2775
362663.ECP_0900	2776
362663.ECP_3494	2777
362663.ECP_0901	2778
362663.ECP_3495	2779
362663.ECP_4346	2780
362663.ECP_4348	2781
362663.ECP_4343	2782
362663.ECP_4335	2783
362663.ECP_4340	2784
362663.ECP_4344	2785
362663.ECP_4342	2786
362663.ECP_4338	2787
362663.ECP_4347	2788
362663.ECP_4213	2789
362663.ECP_1237	2790
